DATE,TIME,LINK,CURRENCY,IMPACT,DESCRIPTION,DETAIL,ACTUAL,FORECAST,PREVIOUS,GRAPH
Thu Oct 17,2:40am,,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,,,
Thu Oct 17,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Thu Oct 17,7:50am,,JPY,Low Impact Expected,Trade Balance,,-0.19T,-0.49T,Revised from -0.60T,
Thu Oct 17,8:30am,,AUD,High Impact Expected,Employment Change,,64.1K,25.2K,Revised from 47.5K,
Thu Oct 17,8:30am,,AUD,High Impact Expected,Unemployment Rate,,4.1%,4.2%,Revised from 4.2%,
Thu Oct 17,8:30am,,AUD,Low Impact Expected,RBA Bulletin,,,,,
Thu Oct 17,8:32am,,AUD,Low Impact Expected,NAB Quarterly Business Confidence,,-6,,Revised from -1,
Thu Oct 17,12:30pm,,JPY,Low Impact Expected,Tertiary Industry Activity m/m,,-1.1%,-0.2%,Revised from 1.4%,
Thu Oct 17,2:00pm,,CHF,Low Impact Expected,Trade Balance,,4.95B,4.85B,Revised from 4.58B,
Thu Oct 17,4:47pm,,EUR,Low Impact Expected,Spanish 10-y Bond Auction,,2.92|1.7,,3.04|2.1,
Thu Oct 17,5:00pm,,EUR,Low Impact Expected,Final Core CPI y/y,,2.7%,2.7%,2.7%,
Thu Oct 17,5:00pm,,EUR,Low Impact Expected,Final CPI y/y,,1.7%,1.8%,1.8%,
Thu Oct 17,5:00pm,,EUR,Low Impact Expected,Italian Trade Balance,,1.43B,5.55B,Revised from 6.74B,
Thu Oct 17,5:00pm,,EUR,Low Impact Expected,Trade Balance,,11.0B,17.8B,Revised from 15.5B,
Thu Oct 17,8:15pm,,EUR,High Impact Expected,Main Refinancing Rate,,3.40%,3.40%,3.65%,
Thu Oct 17,8:15pm,,EUR,High Impact Expected,Monetary Policy Statement,,,,,
Thu Oct 17,8:30pm,,CAD,Low Impact Expected,Foreign Securities Purchases,,9.97B,9.50B,Revised from 10.98B,
Thu Oct 17,8:30pm,,USD,High Impact Expected,Core Retail Sales m/m,,0.5%,0.1%,Revised from 0.1%,
Thu Oct 17,8:30pm,,USD,High Impact Expected,Retail Sales m/m,,0.4%,0.3%,0.1%,
Thu Oct 17,8:30pm,,USD,High Impact Expected,Unemployment Claims,,241K,241K,Revised from 258K,
Thu Oct 17,8:30pm,,USD,Medium Impact Expected,Philly Fed Manufacturing Index,,10.3,4.2,1.7,
Thu Oct 17,8:45pm,,EUR,High Impact Expected,ECB Press Conference,,,,,
Thu Oct 17,9:15pm,,USD,Low Impact Expected,Capacity Utilization Rate,,77.5%,77.9%,Revised from 78.0%,
Thu Oct 17,9:15pm,,USD,Low Impact Expected,Industrial Production m/m,,-0.3%,-0.1%,Revised from 0.8%,
Thu Oct 17,10:00pm,,USD,Low Impact Expected,Business Inventories m/m,,0.3%,0.3%,Revised from 0.4%,
Thu Oct 17,10:00pm,,USD,Low Impact Expected,NAHB Housing Market Index,,43,43,41,
Thu Oct 17,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,76B,80B,82B,
Thu Oct 17,11:00pm,,USD,Medium Impact Expected,Crude Oil Inventories,,-2.2M,1.8M,5.8M,
Thu Oct 17,11:00pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Wed Oct 16,1:00am,,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,,
Wed Oct 16,5:45am,,NZD,High Impact Expected,CPI q/q,,0.6%,0.7%,0.4%,
Wed Oct 16,6:00am,,AUD,Low Impact Expected,RBA Assist Gov Hunter Speaks,,,,,
Wed Oct 16,7:30am,,AUD,Low Impact Expected,MI Leading Index m/m,,0.0%,,Revised from -0.1%,
Wed Oct 16,7:50am,,JPY,Low Impact Expected,Core Machinery Orders m/m,,-1.9%,0.1%,-0.1%,
Wed Oct 16,2:00pm,,GBP,High Impact Expected,CPI y/y,,1.7%,1.9%,2.2%,
Wed Oct 16,2:00pm,,GBP,Low Impact Expected,Core CPI y/y,,3.2%,3.4%,3.6%,
Wed Oct 16,2:00pm,,GBP,Low Impact Expected,PPI Input m/m,,-1.0%,-0.5%,Revised from -0.5%,
Wed Oct 16,2:00pm,,GBP,Low Impact Expected,PPI Output m/m,,-0.5%,-0.3%,-0.3%,
Wed Oct 16,2:00pm,,GBP,Low Impact Expected,RPI y/y,,2.7%,3.1%,3.5%,
Wed Oct 16,4:30pm,,GBP,Low Impact Expected,HPI y/y,,2.8%,2.5%,Revised from 2.2%,
Wed Oct 16,5:34pm,,EUR,Low Impact Expected,German 30-y Bond Auction,,2.49|3.6,,2.44|2.7,
Wed Oct 16,8:15pm,,CAD,Low Impact Expected,Housing Starts,,224K,235K,Revised from 217K,
Wed Oct 16,8:30pm,,CAD,Low Impact Expected,Manufacturing Sales m/m,,-1.3%,-1.5%,Revised from 1.4%,
Wed Oct 16,8:30pm,,USD,Low Impact Expected,Import Prices m/m,,-0.4%,-0.3%,Revised from -0.3%,
Wed Oct 16,10:30pm,,AUD,Low Impact Expected,CB Leading Index m/m,,0.0%,,Revised from 0.1%,
Tue Oct 15,3:00am,,USD,Medium Impact Expected,FOMC Member Waller Speaks,,,,,
Tue Oct 15,5:00am,,USD,Low Impact Expected,FOMC Member Kashkari Speaks,,,,,
Tue Oct 15,12:30pm,,JPY,Low Impact Expected,Revised Industrial Production m/m,,-3.3%,-3.3%,-3.3%,
Tue Oct 15,2:00pm,,EUR,Low Impact Expected,German WPI m/m,,-0.3%,0.2%,-0.8%,
Tue Oct 15,2:00pm,,GBP,High Impact Expected,Claimant Count Change,,27.9K,20.2K,Revised from 23.7K,
Tue Oct 15,2:00pm,,GBP,Medium Impact Expected,Average Earnings Index 3m/y,,3.8%,3.8%,Revised from 4.0%,
Tue Oct 15,2:00pm,,GBP,Low Impact Expected,Unemployment Rate,,4.0%,4.1%,4.1%,
Tue Oct 15,2:45pm,,EUR,Low Impact Expected,French Final CPI m/m,,-1.2%,-1.2%,-1.2%,
Tue Oct 15,5:00pm,,EUR,Medium Impact Expected,German ZEW Economic Sentiment,,13.1,10.2,3.6,
Tue Oct 15,5:00pm,,EUR,Low Impact Expected,Industrial Production m/m,,1.8%,1.8%,Revised from -0.3%,
Tue Oct 15,5:00pm,,EUR,Low Impact Expected,ZEW Economic Sentiment,,20.1,16.9,9.3,
Tue Oct 15,8:30pm,,CAD,High Impact Expected,CPI m/m,,-0.4%,-0.2%,-0.2%,
Tue Oct 15,8:30pm,,CAD,High Impact Expected,Median CPI y/y,,2.3%,2.3%,2.3%,
Tue Oct 15,8:30pm,,CAD,High Impact Expected,Trimmed CPI y/y,,2.4%,2.4%,2.4%,
Tue Oct 15,8:30pm,,CAD,Medium Impact Expected,Common CPI y/y,,2.1%,2.1%,Revised from 2.0%,
Tue Oct 15,8:30pm,,CAD,Low Impact Expected,Wholesale Sales m/m,,-0.6%,-1.1%,Revised from 0.4%,
Tue Oct 15,8:30pm,,USD,Medium Impact Expected,Empire State Manufacturing Index,,-11.9,3.4,11.5,
Tue Oct 15,8:32pm,,CAD,Low Impact Expected,Core CPI m/m,,0.0%,,-0.1%,
Tue Oct 15,10:41pm,,NZD,Low Impact Expected,GDT Price Index,,-0.3%,,1.2%,
Tue Oct 15,11:30pm,,USD,Low Impact Expected,FOMC Member Daly Speaks,,,,,
Mon Oct 14,4:15am,,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,,,
Mon Oct 14,5:30am,,NZD,Low Impact Expected,BusinessNZ Services Index,,45.7,,Revised from 45.5,
Mon Oct 14,All Day,,JPY,Non-Economic,Bank Holiday,,,,,
Mon Oct 14,2:15pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Mon Oct 14,2:30pm,,CHF,Low Impact Expected,PPI m/m,,-0.1%,0.1%,0.2%,
Mon Oct 14,2:30pm,,GBP,Low Impact Expected,MPC Member Dhingra Speaks,,,,,
Mon Oct 14,4:12pm,,CNY,Low Impact Expected,USD-Denominated Trade Balance,,81.7B,91.5B,91.0B,
Mon Oct 14,4:13pm,,CNY,Low Impact Expected,Trade Balance,,583B,651B,649B,
Mon Oct 14,5:01pm,,CNY,Low Impact Expected,M2 Money Supply y/y,,6.8%,6.4%,6.3%,
Mon Oct 14,5:02pm,,CNY,Medium Impact Expected,New Loans,,1590B,1090B,900B,
Mon Oct 14,All Day,,CAD,Non-Economic,Bank Holiday,,,,,
Mon Oct 14,All Day,,USD,Non-Economic,Bank Holiday,,,,,
Mon Oct 14,9:00pm,,USD,Low Impact Expected,FOMC Member Kashkari Speaks,,,,,
Fri Oct 11,1:01am,,USD,Low Impact Expected,30-y Bond Auction,,4.39|2.5,,4.02|2.4,
Fri Oct 11,5:30am,,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,,46.9,,Revised from 45.8,
Fri Oct 11,5:45am,,NZD,Low Impact Expected,FPI m/m,,0.5%,,0.2%,
Fri Oct 11,5:45am,,NZD,Low Impact Expected,Visitor Arrivals m/m,,-4.3%,,2.2%,
Fri Oct 11,7:50am,,JPY,Low Impact Expected,M2 Money Stock y/y,,1.3%,1.5%,1.3%,
Fri Oct 11,2:00pm,,EUR,Low Impact Expected,German Final CPI m/m,,0.0%,0.0%,0.0%,
Fri Oct 11,2:00pm,,GBP,High Impact Expected,GDP m/m,,0.2%,0.2%,0.0%,
Fri Oct 11,2:00pm,,GBP,Low Impact Expected,Construction Output m/m,,0.4%,0.5%,-0.4%,
Fri Oct 11,2:00pm,,GBP,Low Impact Expected,Goods Trade Balance,,-15.1B,-18.8B,Revised from -20.0B,
Fri Oct 11,2:00pm,,GBP,Low Impact Expected,Index of Services 3m/3m,,0.1%,0.3%,Revised from 0.6%,
Fri Oct 11,2:00pm,,GBP,Low Impact Expected,Industrial Production m/m,,0.5%,0.2%,Revised from -0.8%,
Fri Oct 11,2:00pm,,GBP,Low Impact Expected,Manufacturing Production m/m,,1.1%,0.3%,Revised from -1.0%,
Fri Oct 11,3:00pm,,CHF,Low Impact Expected,SECO Consumer Climate,,-34,-33,-35,
Fri Oct 11,8:30pm,,CAD,High Impact Expected,Employment Change,,46.7K,29.8K,22.1K,
Fri Oct 11,8:30pm,,CAD,High Impact Expected,Unemployment Rate,,6.5%,6.7%,6.6%,
Fri Oct 11,8:30pm,,CAD,Low Impact Expected,Building Permits m/m,,-7.0%,-7.5%,Revised from 22.1%,
Fri Oct 11,8:30pm,,USD,High Impact Expected,Core PPI m/m,,0.2%,0.2%,0.3%,
Fri Oct 11,8:30pm,,USD,High Impact Expected,PPI m/m,,0.0%,0.1%,0.2%,
Fri Oct 11,8:32pm,,GBP,Low Impact Expected,NIESR GDP Estimate,,0.2%,,Revised from 0.3%,
Fri Oct 11,9:30pm,,GBP,Low Impact Expected,CB Leading Index m/m,,0.0%,,-0.3%,
Fri Oct 11,9:45pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Fri Oct 11,10:00pm,,USD,Medium Impact Expected,Prelim UoM Consumer Sentiment,,68.9,70.9,Revised from 69.0,
Fri Oct 11,10:00pm,,USD,Medium Impact Expected,Prelim UoM Inflation Expectations,,2.9%,,2.7%,
Fri Oct 11,10:30pm,,CAD,Low Impact Expected,BOC Business Outlook Survey,,,,,
Fri Oct 11,10:45pm,,USD,Low Impact Expected,FOMC Member Logan Speaks,,,,,
Thu Oct 10,12:30am,,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,,
Thu Oct 10,1:01am,,USD,Low Impact Expected,10-y Bond Auction,,4.07|2.5,,3.65|2.6,
Thu Oct 10,2:00am,,USD,High Impact Expected,FOMC Meeting Minutes,,,,,
Thu Oct 10,5:00am,,USD,Low Impact Expected,FOMC Member Collins Speaks,,,,,
Thu Oct 10,6:00am,,USD,Low Impact Expected,FOMC Member Daly Speaks,,,,,
Thu Oct 10,7:01am,,GBP,Low Impact Expected,RICS House Price Balance,,11%,9%,Revised from 1%,
Thu Oct 10,7:50am,,JPY,Low Impact Expected,Bank Lending y/y,,2.7%,2.9%,3.0%,
Thu Oct 10,7:50am,,JPY,Low Impact Expected,PPI y/y,,2.8%,2.3%,Revised from 2.5%,
Thu Oct 10,8:00am,,AUD,Low Impact Expected,MI Inflation Expectations,,4.0%,,4.4%,
Thu Oct 10,May Data,,EUR,Low Impact Expected,German Retail Sales m/m,,-1.4%,,-1.2%,
Thu Oct 10,June Data,,EUR,Low Impact Expected,German Retail Sales m/m,,-1.1%,,-1.4%,
Thu Oct 10,July Data,,EUR,Low Impact Expected,German Retail Sales m/m,,1.5%,,-1.1%,
Thu Oct 10,2:00pm,,EUR,Low Impact Expected,German Retail Sales m/m,,1.6%,,1.5%,
Thu Oct 10,3:45pm,,AUD,Low Impact Expected,RBA Assist Gov Hunter Speaks,,,,,
Thu Oct 10,4:00pm,,EUR,Low Impact Expected,Italian Industrial Production m/m,,0.1%,0.3%,Revised from -0.9%,
Thu Oct 10,4:30pm,,GBP,Low Impact Expected,BOE Credit Conditions Survey,,,,,
Thu Oct 10,7:30pm,,EUR,Low Impact Expected,ECB Monetary Policy Meeting Accounts,,,,,
Thu Oct 10,8:30pm,,USD,High Impact Expected,Core CPI m/m,,0.3%,0.2%,0.3%,
Thu Oct 10,8:30pm,,USD,High Impact Expected,CPI m/m,,0.2%,0.1%,0.2%,
Thu Oct 10,8:30pm,,USD,High Impact Expected,CPI y/y,,2.4%,2.3%,2.5%,
Thu Oct 10,8:30pm,,USD,High Impact Expected,Unemployment Claims,,258K,231K,225K,
Thu Oct 10,9:15pm,,USD,Low Impact Expected,FOMC Member Cook Speaks,,,,,
Thu Oct 10,10:30pm,,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,,
Thu Oct 10,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,82B,73B,55B,
Thu Oct 10,11:00pm,,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,,
Thu Oct 10,11:30pm,,CHF,Low Impact Expected,Gov Board Member Martin Speaks,,,,,
Wed Oct 9,12:45am,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Oct 9,1:00am,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Wed Oct 9,4:00am,,USD,Low Impact Expected,FOMC Member Collins Speaks,,,,,
Wed Oct 9,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Oct 9,7:30am,,USD,Low Impact Expected,FOMC Member Jefferson Speaks,,,,,
Wed Oct 9,8:00am,,AUD,Low Impact Expected,RBA Assist Gov Kent Speaks,,,,,
Wed Oct 9,9:00am,,NZD,High Impact Expected,Official Cash Rate,,4.75%,4.75%,5.25%,
Wed Oct 9,9:00am,,NZD,High Impact Expected,RBNZ Rate Statement,,,,,
Wed Oct 9,1:59pm,,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,,-6.5%,,-3.5%,
Wed Oct 9,2:00pm,,EUR,Low Impact Expected,German Trade Balance,,22.5B,18.9B,Revised from 16.8B,
Wed Oct 9,5:08pm,,GBP,Low Impact Expected,10-y Bond Auction,,4.17|3.3,,3.76|2.8,
Wed Oct 9,8:00pm,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Oct 9,9:15pm,,USD,Low Impact Expected,FOMC Member Logan Speaks,,,,,
Wed Oct 9,10:00pm,,USD,Low Impact Expected,Final Wholesale Inventories m/m,,0.1%,0.2%,0.2%,
Wed Oct 9,10:30pm,,USD,Medium Impact Expected,Crude Oil Inventories,,5.8M,2.0M,3.9M,
Wed Oct 9,10:30pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Tue Oct 8,1:00am,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Tue Oct 8,1:50am,,USD,Low Impact Expected,FOMC Member Kashkari Speaks,,,,,
Tue Oct 8,3:00am,,USD,Low Impact Expected,Consumer Credit m/m,,8.9B,11.8B,Revised from 25.5B,
Tue Oct 8,6:30am,,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,,
Tue Oct 8,7:01am,,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,,1.7%,0.8%,0.8%,
Tue Oct 8,7:30am,,AUD,Low Impact Expected,Westpac Consumer Sentiment,,6.2%,,-0.5%,
Tue Oct 8,7:30am,,JPY,Low Impact Expected,Average Cash Earnings y/y,,3.0%,3.0%,Revised from 3.6%,
Tue Oct 8,7:30am,,JPY,Low Impact Expected,Household Spending y/y,,-1.9%,-2.5%,0.1%,
Tue Oct 8,7:50am,,JPY,Low Impact Expected,Current Account,,3.02T,2.43T,2.80T,
Tue Oct 8,8:30am,,AUD,Medium Impact Expected,Monetary Policy Meeting Minutes,,,,,
Tue Oct 8,8:30am,,AUD,Low Impact Expected,ANZ Job Advertisements m/m,,1.6%,,Revised from -2.1%,
Tue Oct 8,8:30am,,AUD,Low Impact Expected,NAB Business Confidence,,-2,,Revised from -4,
Tue Oct 8,9:00am,,AUD,Low Impact Expected,RBA Deputy Gov Hauser Speaks,,,,,
Tue Oct 8,11:35am,,JPY,Low Impact Expected,30-y Bond Auction,,2.15|3.3,,2.04|3.4,
Tue Oct 8,1:00pm,,JPY,Low Impact Expected,Economy Watchers Sentiment,,47.8,49.3,49.0,
Tue Oct 8,2:00pm,,EUR,Low Impact Expected,German Industrial Production m/m,,2.9%,0.8%,Revised from -2.4%,
Tue Oct 8,2:45pm,,EUR,Low Impact Expected,French Trade Balance,,-7.4B,-5.5B,Revised from -5.9B,
Tue Oct 8,3:00pm,,USD,Low Impact Expected,FOMC Member Kugler Speaks,,,,,
Tue Oct 8,All Day,,EUR,Low Impact Expected,ECOFIN Meetings,,,,,
Tue Oct 8,6:00pm,,USD,Low Impact Expected,NFIB Small Business Index,,91.5,92.0,91.2,
Tue Oct 8,8:30pm,,USD,Low Impact Expected,Trade Balance,,-70.4B,-70.1B,Revised from -78.8B,
Tue Oct 8,9:00pm,,CAD,Low Impact Expected,Trade Balance,,-1.1B,-0.4B,Revised from 0.7B,
Tue Oct 8,10:00pm,,USD,Low Impact Expected,RCM/TIPP Economic Optimism,,46.9,47.2,46.1,
Mon Oct 7,All Day,,AUD,Non-Economic,Bank Holiday,,,,,
Mon Oct 7,8:00am,,AUD,Low Impact Expected,MI Inflation Gauge m/m,,0.1%,,-0.1%,
Mon Oct 7,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Mon Oct 7,1:00pm,,JPY,Low Impact Expected,Leading Indicators,,106.7%,107.2%,Revised from 109.5%,
Mon Oct 7,2:00pm,,EUR,Low Impact Expected,German Factory Orders m/m,,-5.8%,-1.9%,Revised from 2.9%,
Mon Oct 7,2:00pm,,GBP,Low Impact Expected,Halifax HPI m/m,,0.3%,0.2%,0.3%,
Mon Oct 7,3:00pm,,CHF,Low Impact Expected,Foreign Currency Reserves,,716B,,694B,
Mon Oct 7,4:30pm,,EUR,Low Impact Expected,Sentix Investor Confidence,,-13.8,-14.6,-15.4,
Mon Oct 7,5:00pm,,EUR,Low Impact Expected,Retail Sales m/m,,0.2%,0.2%,Revised from 0.1%,
Mon Oct 7,All Day,,EUR,Low Impact Expected,Eurogroup Meetings,,,,,
Mon Oct 7,10:30pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Fri Oct 4,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Fri Oct 4,1:45pm,,CHF,Low Impact Expected,Unemployment Rate,,2.6%,2.6%,2.5%,
Fri Oct 4,2:45pm,,EUR,Low Impact Expected,French Industrial Production m/m,,1.4%,0.3%,Revised from -0.5%,
Fri Oct 4,3:55pm,,GBP,Low Impact Expected,MPC Member Pill Speaks,,,,,
Fri Oct 4,4:30pm,,GBP,Medium Impact Expected,Construction PMI,,57.2,53.1,53.6,
Fri Oct 4,4:30pm,,GBP,Low Impact Expected,Housing Equity Withdrawal q/q,,-14.7B,-20.3B,Revised from -23.9B,
Fri Oct 4,6:00pm,,EUR,Low Impact Expected,Italian Retail Sales m/m,,-0.5%,0.2%,0.5%,
Fri Oct 4,8:30pm,,USD,High Impact Expected,Average Hourly Earnings m/m,,0.4%,0.3%,Revised from 0.4%,
Fri Oct 4,8:30pm,,USD,High Impact Expected,Non-Farm Employment Change,,254K,147K,Revised from 142K,
Fri Oct 4,8:30pm,,USD,High Impact Expected,Unemployment Rate,,4.1%,4.2%,4.2%,
Fri Oct 4,9:00pm,,USD,Low Impact Expected,FOMC Member Williams Speaks,,,,,
Fri Oct 4,10:00pm,,CAD,Medium Impact Expected,Ivey PMI,,53.1,50.3,48.2,
Fri Oct 4,10:00pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Fri Oct 4,10:30pm,,USD,Low Impact Expected,FOMC Member Goolsbee Speaks,,,,,
Thu Oct 3,12:15am,,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,,
Thu Oct 3,8:00am,,NZD,Low Impact Expected,ANZ Commodity Prices m/m,,1.8%,,2.1%,
Thu Oct 3,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Thu Oct 3,9:30am,,AUD,Low Impact Expected,Goods Trade Balance,,5.64B,5.51B,Revised from 6.01B,
Thu Oct 3,11:35am,,JPY,Low Impact Expected,10-y Bond Auction,,0.87|3.5,,0.92|3.2,
Thu Oct 3,All Day,,EUR,Non-Economic,German Bank Holiday,,,,,
Thu Oct 3,2:30pm,,CHF,High Impact Expected,CPI m/m,,-0.3%,-0.1%,0.0%,
Thu Oct 3,3:15pm,,EUR,Low Impact Expected,Spanish Services PMI,,57.0,54.0,54.6,
Thu Oct 3,3:45pm,,EUR,Low Impact Expected,Italian Services PMI,,50.5,51.2,51.4,
Thu Oct 3,3:50pm,,EUR,Low Impact Expected,French Final Services PMI,,49.6,48.3,48.3,
Thu Oct 3,3:55pm,,EUR,Low Impact Expected,German Final Services PMI,,50.6,50.6,50.6,
Thu Oct 3,4:00pm,,EUR,Low Impact Expected,Final Services PMI,,51.4,50.5,50.5,
Thu Oct 3,4:30pm,,GBP,Low Impact Expected,Final Services PMI,,52.4,52.8,52.8,
Thu Oct 3,4:59pm,,EUR,Low Impact Expected,French 10-y Bond Auction,,2.92|2.1,,2.95|2.2,
Thu Oct 3,5:00pm,,EUR,Low Impact Expected,PPI m/m,,0.6%,0.4%,Revised from 0.8%,
Thu Oct 3,7:30pm,,USD,Low Impact Expected,Challenger Job Cuts y/y,,53.4%,,1.0%,
Thu Oct 3,8:30pm,,USD,High Impact Expected,Unemployment Claims,,225K,222K,Revised from 218K,
Thu Oct 3,9:45pm,,USD,Medium Impact Expected,Final Services PMI,,55.2,55.4,55.4,
Thu Oct 3,10:00pm,,USD,High Impact Expected,ISM Services PMI,,54.9,51.7,51.5,
Thu Oct 3,10:00pm,,USD,Low Impact Expected,Factory Orders m/m,,-0.2%,0.1%,Revised from 5.0%,
Thu Oct 3,10:00pm,,USD,Low Impact Expected,FOMC Member Schmid Speaks,,,,,
Thu Oct 3,10:30pm,,USD,Low Impact Expected,Natural Gas Storage,,55B,59B,47B,
Thu Oct 3,10:40pm,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Oct 2,4:30am,,USD,Low Impact Expected,API Weekly Statistical Bulletin,,,,,
Wed Oct 2,6:15am,,USD,Low Impact Expected,FOMC Member Barkin Speaks,,,,,
Wed Oct 2,6:15am,,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,,,
Wed Oct 2,6:15am,,USD,Low Impact Expected,FOMC Member Collins Speaks,,,,,
Wed Oct 2,7:50am,,JPY,Low Impact Expected,Monetary Base y/y,,-0.1%,0.8%,0.6%,
Wed Oct 2,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Wed Oct 2,1:00pm,,JPY,Low Impact Expected,Consumer Confidence,,36.9,37.1,36.7,
Wed Oct 2,3:00pm,,EUR,Low Impact Expected,Spanish Unemployment Change,,3.2K,12.1K,21.9K,
Wed Oct 2,3:48pm,,EUR,Low Impact Expected,French Gov Budget Balance,,-171.9B,,-156.9B,
Wed Oct 2,4:00pm,,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,,6.2%,6.5%,Revised from 6.5%,
Wed Oct 2,5:00pm,,EUR,Low Impact Expected,Unemployment Rate,,6.4%,6.4%,6.4%,
Wed Oct 2,All Day,,All,Medium Impact Expected,OPEC-JMMC Meetings,,,,,
Wed Oct 2,5:30pm,,GBP,Low Impact Expected,FPC Meeting Minutes,,,,,
Wed Oct 2,5:30pm,,GBP,Low Impact Expected,FPC Statement,,,,,
Wed Oct 2,5:32pm,,EUR,Low Impact Expected,German 10-y Bond Auction,,2.08|2.0,,2.11|2.1,
Wed Oct 2,8:15pm,,USD,High Impact Expected,ADP Non-Farm Employment Change,,143K,124K,Revised from 99K,
Wed Oct 2,9:00pm,,CHF,Low Impact Expected,SNB Quarterly Bulletin,,,,,
Wed Oct 2,9:00pm,,USD,Low Impact Expected,FOMC Member Hammack Speaks,,,,,
Wed Oct 2,10:05pm,,USD,Low Impact Expected,FOMC Member Musalem Speaks,,,,,
Wed Oct 2,10:30pm,,USD,Medium Impact Expected,Crude Oil Inventories,,3.9M,-1.5M,-4.5M,
Wed Oct 2,11:00pm,,USD,Low Impact Expected,FOMC Member Bowman Speaks,,,,,
Tue Oct 1,1:55am,,USD,High Impact Expected,Fed Chair Powell Speaks,,,,,
Tue Oct 1,4:10am,,GBP,Low Impact Expected,MPC Member Greene Speaks,,,,,
Tue Oct 1,5:00am,,NZD,Medium Impact Expected,NZIER Business Confidence,,-1,,-44,
Tue Oct 1,5:45am,,NZD,Low Impact Expected,Building Consents m/m,,-5.3%,,Revised from 26.2%,
Tue Oct 1,7:01am,,GBP,Low Impact Expected,BRC Shop Price Index y/y,,-0.6%,,-0.3%,
Tue Oct 1,7:30am,,JPY,Low Impact Expected,Unemployment Rate,,2.5%,2.6%,2.7%,
Tue Oct 1,7:50am,,JPY,Low Impact Expected,BOJ Summary of Opinions,,,,,
Tue Oct 1,7:50am,,JPY,Low Impact Expected,Tankan Manufacturing Index,,13,12,13,
Tue Oct 1,7:50am,,JPY,Low Impact Expected,Tankan Non-Manufacturing Index,,34,32,33,
Tue Oct 1,All Day,,CNY,Non-Economic,Bank Holiday,,,,,
Tue Oct 1,8:30am,,JPY,Low Impact Expected,Final Manufacturing PMI,,49.7,49.6,49.6,
Tue Oct 1,9:30am,,AUD,Medium Impact Expected,Retail Sales m/m,,0.7%,0.4%,Revised from 0.0%,
Tue Oct 1,9:30am,,AUD,Low Impact Expected,Building Approvals m/m,,-6.1%,-4.3%,Revised from 10.4%,
Tue Oct 1,2:30pm,,AUD,Low Impact Expected,Commodity Prices y/y,,-10.1%,,Revised from -5.2%,
Tue Oct 1,2:30pm,,CHF,Low Impact Expected,Retail Sales y/y,,3.2%,2.6%,Revised from 2.7%,
Tue Oct 1,3:00pm,,EUR,Low Impact Expected,German Buba President Nagel Speaks,,,,,
Tue Oct 1,3:15pm,,EUR,Low Impact Expected,Spanish Manufacturing PMI,,53.0,50.2,50.5,
Tue Oct 1,3:30pm,,CHF,Low Impact Expected,Manufacturing PMI,,49.9,47.9,49.0,
Tue Oct 1,3:45pm,,EUR,Low Impact Expected,Italian Manufacturing PMI,,48.3,49.0,49.4,
Tue Oct 1,3:50pm,,EUR,Low Impact Expected,French Final Manufacturing PMI,,44.6,44.0,44.0,
Tue Oct 1,3:55pm,,EUR,Low Impact Expected,German Final Manufacturing PMI,,40.6,40.3,40.3,
Tue Oct 1,4:00pm,,EUR,Low Impact Expected,Final Manufacturing PMI,,45.0,44.8,44.8,
Tue Oct 1,4:30pm,,GBP,Low Impact Expected,Final Manufacturing PMI,,51.5,51.5,51.5,
